Community.Area,Week,Year,Weeek,Crimes,Crimes.LastWeek,Arrests.LastWeek,Domestics.LastWeek,Month,MinDay,MaxDay,CommonCrimes.LastWeek
40,19,2014,19,59,54,13,9,5,4,10,26
40,2,2014,2,39,28,6,10,1,5,11,16
40,20,2014,20,51,59,14,9,5,11,17,35
40,21,2014,21,47,51,6,9,5,18,24,28
40,22,2014,22,74,47,12,4,5,25,31,26
40,23,2014,23,76,74,19,14,6,1,7,42
40,24,2014,24,67,76,19,16,6,8,14,42
40,25,2014,25,77,67,18,13,6,15,21,45
40,26,2014,26,70,77,27,21,6,22,28,51
40,27,2014,27,54,70,20,14,6.777777778,1,30,40
40,28,2014,28,80,54,11,12,7,6,12,32
40,29,2014,29,55,80,28,18,7,13,19,54
40,3,2014,3,53,39,6,11,1,12,18,17
40,30,2014,30,60,55,17,12,7,20,26,34
40,31,2014,31,71,60,20,12,7.295774648,1,31,35
40,32,2014,32,62,71,21,18,8,3,9,41
40,33,2014,33,65,62,22,11,8,10,16,31
40,34,2014,34,64,65,18,16,8,17,23,39
40,35,2014,35,73,64,11,15,8,24,30,42
40,36,2014,36,54,73,20,17,8.87037037,1,31,56
40,37,2014,37,42,54,16,9,9,7,13,32
40,38,2014,38,57,42,12,10,9,14,20,27
40,39,2014,39,64,57,19,10,9,21,27,35
40,4,2014,4,45,53,15,10,1,19,25,35
40,40,2014,40,61,64,15,15,9.508196721,1,30,42
40,41,2014,41,53,61,13,12,10,5,11,40
40,42,2014,42,50,53,10,13,10,12,18,30
40,43,2014,43,52,50,10,13,10,19,25,30
40,44,2014,44,55,52,18,6,10.09090909,1,31,25
40,45,2014,45,42,55,15,8,11,2,8,28
40,46,2014,46,42,42,7,10,11,9,15,22
40,47,2014,47,42,42,8,9,11,16,22,22
40,48,2014,48,54,42,8,11,11,23,29,26
40,49,2014,49,51,54,6,12,11.82352941,1,30,33
40,5,2014,5,59,45,13,5,1.169491525,1,31,25
40,50,2014,50,52,51,17,5,12,7,13,27
40,51,2014,51,44,52,16,10,12,14,20,35
40,52,2014,52,44,44,8,9,12,21,27,27
40,53,2014,53,20,44,11,8,12,28,31,28
40,6,2014,6,71,59,15,11,2,2,8,22
40,7,2014,7,38,71,19,13,2,9,15,45
40,8,2014,8,32,38,16,6,2,16,22,31
40,9,2014,9,45,32,12,5,2.155555556,1,28,15
41,1,2013,1,15,#NAME?,#NAME?,#NAME?,1,1,4,#NAME?
41,10,2013,10,25,25,3,3,3,3,9,14
41,11,2013,11,18,25,1,5,3,10,16,20
41,12,2013,12,27,18,2,2,3,17,23,13
41,13,2013,13,39,27,4,1,3,24,30,16
41,14,2013,14,30,39,6,6,3.933333333,1,31,30
41,15,2013,15,31,30,1,3,4,7,13,25
41,16,2013,16,23,31,5,2,4,14,20,17
41,17,2013,17,22,23,3,3,4,21,27,15
41,18,2013,18,33,22,1,2,4.727272727,1,30,12
41,19,2013,19,28,33,4,4,5,5,11,21
41,2,2013,2,26,15,0,0,1,6,12,12
41,20,2013,20,25,28,6,5,5,12,18,20
41,21,2013,21,40,25,3,4,5,19,25,11
41,22,2013,22,46,40,10,2,5.239130435,1,31,27
41,23,2013,23,33,46,10,6,6,2,8,26
41,24,2013,24,30,33,5,3,6,9,15,16
41,25,2013,25,42,30,4,1,6,16,22,19
41,26,2013,26,42,42,7,2,6,23,29,19
41,27,2013,27,38,42,2,3,6.894736842,1,30,25
41,28,2013,28,33,38,5,1,7,7,13,21
41,29,2013,29,50,33,3,3,7,14,20,16
41,3,2013,3,27,26,3,4,1,13,19,17
41,30,2013,30,41,50,10,6,7,21,27,31
41,31,2013,31,36,41,5,3,7.527777778,1,31,24
41,32,2013,32,43,36,2,4,8,4,10,28
41,33,2013,33,41,43,5,3,8,11,17,29
41,34,2013,34,44,41,4,7,8,18,24,25
41,35,2013,35,50,44,7,3,8,25,31,27
41,36,2013,36,43,50,2,3,9,1,7,30
41,37,2013,37,42,43,5,4,9,8,14,22
41,38,2013,38,40,42,12,3,9,15,21,20
41,39,2013,39,58,40,4,4,9,22,28,24
41,4,2013,4,23,27,3,5,1,21,26,16
41,40,2013,40,37,58,5,2,9.72972973,1,30,32
41,41,2013,41,36,37,3,2,10,6,12,24
41,42,2013,42,32,36,7,5,10,13,19,21
41,43,2013,43,34,32,4,7,10,20,26,14
41,44,2013,44,24,34,5,4,10.375,1,31,16
41,45,2013,45,24,24,2,1,11,4,9,18
41,46,2013,46,19,24,1,2,11,10,16,13
41,47,2013,47,37,19,1,1,11,17,23,12
41,48,2013,48,20,37,10,4,11,24,30,22
41,49,2013,49,26,20,1,1,12,1,7,15
41,5,2013,5,20,23,6,1,1.4,1,31,10
41,50,2013,50,20,26,4,4,12,8,14,16
41,51,2013,51,29,20,2,2,12,15,21,14
41,52,2013,52,16,29,4,3,12,22,28,15
41,53,2013,53,7,16,0,1,12,29,31,9
41,6,2013,6,28,20,4,2,2,3,9,10
41,7,2013,7,23,28,3,4,2,10,16,15
41,8,2013,8,19,23,1,3,2,17,23,13
41,9,2013,9,25,19,5,4,2.44,1,28,13
41,1,2014,1,17,7,2,1,1,1,4,5
41,10,2014,10,18,31,6,2,3,3,8,18
41,11,2014,11,16,18,5,2,3,9,15,6
41,12,2014,12,19,16,1,3,3,16,21,7
41,13,2014,13,19,19,5,2,3,23,29,9
41,14,2014,14,26,19,5,3,3.692307692,1,31,10
41,15,2014,15,33,26,1,4,4,6,12,15
41,16,2014,16,26,33,4,1,4,13,19,19
41,17,2014,17,31,26,3,2,4,20,26,11
41,18,2014,18,22,31,2,6,4.5,1,30,18
41,19,2014,19,27,22,4,2,5,4,10,12
41,2,2014,2,18,17,3,5,1,5,11,12
41,20,2014,20,29,27,2,5,5,11,17,9
41,21,2014,21,32,29,5,3,5,18,24,9
41,22,2014,22,31,32,3,4,5,25,30,19
41,23,2014,23,36,31,4,0,6,1,7,16
41,24,2014,24,35,36,1,4,6,8,14,24
41,25,2014,25,42,35,4,3,6,15,21,22
41,26,2014,26,36,42,5,5,6,22,28,25
41,27,2014,27,46,36,2,1,6.673913043,1,30,18
41,28,2014,28,38,46,4,5,7,6,12,33
41,29,2014,29,31,38,5,5,7,13,19,18
41,3,2014,3,31,18,2,2,1,12,18,12
41,30,2014,30,28,31,3,3,7,20,26,20
41,31,2014,31,33,28,3,2,7.393939394,1,31,21
41,32,2014,32,50,33,4,3,8,3,9,20
41,33,2014,33,25,50,8,6,8,10,16,35
41,34,2014,34,32,25,2,2,8,17,23,16
41,35,2014,35,31,32,2,2,8,24,30,25
41,36,2014,36,39,31,3,3,8.923076923,1,31,19
41,37,2014,37,25,39,5,4,9,7,13,21
41,38,2014,38,31,25,3,1,9,14,20,13
41,39,2014,39,31,31,3,4,9,21,27,25
41,4,2014,4,12,31,8,2,1,19,25,19
41,40,2014,40,24,31,5,3,9.666666667,1,30,24
41,41,2014,41,22,24,4,1,10,5,11,14
41,42,2014,42,41,22,2,4,10,12,18,12
41,43,2014,43,17,41,7,6,10,19,25,23
41,44,2014,44,30,17,0,1,10.2,1,31,10
41,45,2014,45,29,30,4,1,11,2,8,16
41,46,2014,46,20,29,9,1,11,9,15,16
41,47,2014,47,19,20,2,2,11,16,22,9
41,48,2014,48,19,19,1,2,11,23,29,5
41,49,2014,49,17,19,2,2,11.88235294,1,30,9
41,5,2014,5,21,12,1,1,1.19047619,1,31,8
41,50,2014,50,21,17,2,3,12,7,12,9
41,51,2014,51,22,21,2,5,12,14,20,15
41,52,2014,52,21,22,4,3,12,21,27,13
41,53,2014,53,6,21,3,4,12,28,31,15
41,6,2014,6,22,21,0,3,2,2,8,11
41,7,2014,7,18,22,3,2,2,9,15,13
41,8,2014,8,13,18,4,2,2,16,22,11
41,9,2014,9,31,13,3,1,2.258064516,1,28,11
42,1,2013,1,56,#NAME?,#NAME?,#NAME?,1,1,5,#NAME?
42,10,2013,10,67,69,19,17,3,3,9,41
42,11,2013,11,104,67,20,15,3,10,16,39
42,12,2013,12,72,104,45,24,3,17,23,75
42,13,2013,13,90,72,23,15,3,24,30,44
42,14,2013,14,63,90,23,30,3.920634921,1,31,50
42,15,2013,15,94,63,13,13,4,7,13,40
42,16,2013,16,94,94,26,20,4,14,20,56
42,17,2013,17,75,94,31,19,4,21,27,55
42,18,2013,18,89,75,23,11,4.629213483,1,30,39
42,19,2013,19,100,89,23,21,5,5,11,53
42,2,2013,2,74,56,21,15,1,6,12,29
42,20,2013,20,111,100,36,23,5,12,18,62
42,21,2013,21,93,111,33,19,5,19,25,67
42,22,2013,22,106,93,38,21,5.132075472,1,31,59
42,23,2013,23,98,106,23,19,6,2,8,57
42,24,2013,24,122,98,27,20,6,9,15,53
42,25,2013,25,123,122,46,18,6,16,22,79
42,26,2013,26,80,123,39,22,6,23,29,69
42,27,2013,27,103,80,27,17,6.922330097,1,30,44
42,28,2013,28,104,103,34,19,7,7,13,66
42,29,2013,29,123,104,33,22,7,14,20,65
42,3,2013,3,95,74,16,19,1,13,19,46
42,30,2013,30,129,123,32,27,7,21,27,86
42,31,2013,31,112,129,37,19,7.464285714,1,31,75
42,32,2013,32,86,112,33,16,8,4,10,66
42,33,2013,33,108,86,24,17,8,11,17,48
42,34,2013,34,104,108,35,18,8,18,24,63
42,35,2013,35,102,104,31,18,8,25,31,61
42,36,2013,36,86,102,35,21,9,1,7,57
42,37,2013,37,101,86,31,13,9,8,14,49
42,38,2013,38,86,101,32,21,9,15,21,70
42,39,2013,39,91,86,29,15,9,22,28,43
42,4,2013,4,79,95,27,19,1,20,26,55
42,40,2013,40,119,91,24,7,9.764705882,1,30,57
42,41,2013,41,101,119,44,20,10,6,12,65
42,42,2013,42,98,101,30,22,10,13,19,58
42,43,2013,43,103,98,28,20,10,20,26,54
42,44,2013,44,96,103,26,12,10.32291667,1,31,63
42,45,2013,45,85,96,29,18,11,3,9,55
42,46,2013,46,80,85,29,12,11,10,16,46
42,47,2013,47,82,80,23,19,11,17,23,47
42,48,2013,48,61,82,22,18,11,24,30,47
42,49,2013,49,73,61,23,17,12,1,7,36
42,5,2013,5,86,79,30,17,1.255813953,1,31,44
42,50,2013,50,66,73,25,7,12,8,14,40
42,51,2013,51,67,66,20,15,12,15,21,33
42,52,2013,52,72,67,23,8,12,22,28,35
42,53,2013,53,36,72,25,21,12,29,31,44
42,6,2013,6,71,86,28,16,2,3,9,55
42,7,2013,7,70,71,26,11,2,10,16,40
42,8,2013,8,72,70,21,12,2,17,23,36
42,9,2013,9,69,72,27,12,2.347826087,1,28,35
42,1,2014,1,30,36,7,6,1,1,4,20
42,10,2014,10,57,52,12,5,3,2,8,29
42,11,2014,11,69,57,24,14,3,9,15,30
42,12,2014,12,87,69,30,13,3,16,22,37
42,13,2014,13,62,87,40,19,3,23,29,49
42,14,2014,14,74,62,27,15,3.756756757,1,31,41
42,15,2014,15,84,74,22,10,4,6,12,42
42,16,2014,16,80,84,36,18,4,13,19,45
42,17,2014,17,73,80,28,14,4,20,26,40
42,18,2014,18,90,73,25,12,4.433333333,1,30,40
42,19,2014,19,88,90,32,16,5,4,10,47
42,2,2014,2,63,30,9,6,1,5,11,13
42,20,2014,20,66,88,26,18,5,11,17,46
42,21,2014,21,89,66,25,10,5,18,24,38
42,22,2014,22,83,89,24,18,5,25,31,46
42,23,2014,23,113,83,22,20,6,1,7,45
42,24,2014,24,69,113,29,21,6,8,14,59
42,25,2014,25,75,69,24,9,6,15,21,45
42,26,2014,26,78,75,23,26,6,22,28,42
42,27,2014,27,96,78,35,14,6.729166667,1,30,40
42,28,2014,28,86,96,27,24,7,6,12,66
42,29,2014,29,70,86,26,20,7,13,19,55
42,3,2014,3,87,63,17,8,1,12,18,37
42,30,2014,30,91,70,20,16,7,20,26,43
42,31,2014,31,85,91,36,13,7.317647059,1,31,58
42,32,2014,32,82,85,23,12,8,3,9,51
42,33,2014,33,93,82,32,9,8,10,16,39
42,34,2014,34,99,93,31,16,8,17,23,61
42,35,2014,35,104,99,20,10,8,24,30,54
42,36,2014,36,82,104,38,13,8.829268293,1,31,51
42,37,2014,37,74,82,32,9,9,7,13,47
42,38,2014,38,96,74,21,13,9,14,20,35
42,39,2014,39,104,96,26,19,9,21,27,54
42,4,2014,4,78,87,38,12,1,19,25,50
42,40,2014,40,88,104,33,19,9.579545455,1,30,51
42,41,2014,41,78,88,18,13,10,5,11,50
42,42,2014,42,82,78,28,6,10,12,18,46
42,43,2014,43,83,82,22,17,10,19,25,46
42,44,2014,44,87,83,21,13,10.14942529,1,31,45
42,45,2014,45,106,87,28,12,11,2,8,46
42,46,2014,46,100,106,24,19,11,9,15,61
42,47,2014,47,85,100,26,15,11,16,22,50
42,48,2014,48,56,85,20,18,11,23,29,37
42,49,2014,49,81,56,14,11,11.91358025,1,30,35
42,5,2014,5,58,78,20,15,1.137931034,1,31,46
42,50,2014,50,59,81,20,12,12,7,13,52
42,51,2014,51,91,59,20,11,12,14,20,31
42,52,2014,52,67,91,22,14,12,21,27,38
42,53,2014,53,36,67,16,16,12,28,31,37
42,6,2014,6,52,58,17,10,2,2,8,28
42,7,2014,7,58,52,20,12,2,9,15,27
42,8,2014,8,71,58,27,12,2,16,22,32
42,9,2014,9,52,71,28,13,2.115384615,1,28,48
43,1,2013,1,142,#NAME?,#NAME?,#NAME?,1,1,5,#NAME?
43,10,2013,10,175,180,54,40,3,3,9,106
43,11,2013,11,191,175,48,41,3,10,16,118
43,12,2013,12,197,191,59,38,3,17,23,113
43,13,2013,13,218,197,43,56,3,24,30,122
43,14,2013,14,209,218,61,55,3.837320574,1,31,139
43,15,2013,15,209,209,59,52,4,7,13,115
43,16,2013,16,225,209,50,42,4,14,20,126
43,17,2013,17,206,225,51,57,4,21,27,141
43,18,2013,18,239,206,36,47,4.560669456,1,30,118
43,19,2013,19,183,239,58,50,5,5,11,136
43,2,2013,2,184,142,27,30,1,6,12,88
43,20,2013,20,243,183,46,40,5,12,18,105
43,21,2013,21,220,243,53,50,5,19,25,152
43,22,2013,22,230,220,41,43,5.195652174,1,31,142
43,23,2013,23,246,230,46,38,6,2,8,126
43,24,2013,24,214,246,57,45,6,9,15,151
43,25,2013,25,251,214,50,46,6,16,22,116
43,26,2013,26,204,251,58,70,6,23,29,148
43,27,2013,27,243,204,47,36,6.884773663,1,30,127
43,28,2013,28,235,243,73,47,7,7,13,152
43,29,2013,29,202,235,58,44,7,14,20,150
43,3,2013,3,195,184,42,32,1,13,19,103
43,30,2013,30,233,202,38,38,7,21,27,105
43,31,2013,31,212,233,55,41,7.400943396,1,31,151
43,32,2013,32,220,212,45,41,8,4,10,130
43,33,2013,33,222,220,57,43,8,11,17,126
43,34,2013,34,224,222,61,40,8,18,24,141
43,35,2013,35,211,224,56,42,8,25,31,134
43,36,2013,36,234,211,35,36,9,1,7,122
43,37,2013,37,208,234,59,44,9,8,14,140
43,38,2013,38,196,208,38,53,9,15,21,131
43,39,2013,39,203,196,46,50,9,22,28,124
43,4,2013,4,187,195,48,41,1,20,26,107
43,40,2013,40,194,203,45,39,9.757731959,1,30,129
43,41,2013,41,188,194,37,33,10,6,12,123
43,42,2013,42,205,188,46,32,10,13,19,123
43,43,2013,43,173,205,52,49,10,20,26,115
43,44,2013,44,208,173,37,36,10.34134615,1,31,97
43,45,2013,45,213,208,39,46,11,3,9,117
43,46,2013,46,160,213,59,41,11,10,16,128
43,47,2013,47,200,160,44,41,11,17,23,102
43,48,2013,48,171,200,48,42,11,24,30,114
43,49,2013,49,188,171,41,39,12,1,7,97
43,5,2013,5,192,187,54,43,1.260416667,1,31,111
43,50,2013,50,146,188,34,38,12,8,14,89
43,51,2013,51,175,146,38,34,12,15,21,84
43,52,2013,52,141,175,34,28,12,22,28,83
43,53,2013,53,79,141,30,26,12,29,31,80
43,6,2013,6,179,192,47,42,2,3,9,108
43,7,2013,7,190,179,42,32,2,10,16,94
43,8,2013,8,157,190,51,38,2,17,23,106
43,9,2013,9,180,157,41,38,2.394444444,1,28,91
43,1,2014,1,81,79,11,15,1,1,4,41
43,10,2014,10,156,153,36,46,3,2,8,89
43,11,2014,11,161,156,48,39,3,9,15,87
43,12,2014,12,171,161,40,30,3,16,22,96
43,13,2014,13,161,171,40,28,3,23,29,91
43,14,2014,14,188,161,34,36,3.728723404,1,31,84
43,15,2014,15,163,188,63,43,4,6,12,121
43,16,2014,16,182,163,45,40,4,13,19,89
43,17,2014,17,174,182,34,50,4,20,26,124
43,18,2014,18,188,174,39,46,4.436170213,1,30,108
43,19,2014,19,169,188,53,31,5,4,10,104
43,2,2014,2,123,81,23,17,1,5,11,43
43,20,2014,20,172,169,49,38,5,11,17,96
43,21,2014,21,190,172,51,41,5,18,24,91
43,22,2014,22,187,190,36,48,5,25,31,114
43,23,2014,23,245,187,36,50,6,1,7,117
43,24,2014,24,187,245,72,48,6,8,14,136
43,25,2014,25,217,187,48,37,6,15,21,107
43,26,2014,26,207,217,51,52,6,22,28,132
43,27,2014,27,231,207,43,45,6.640692641,1,30,130
43,28,2014,28,200,231,63,59,7,6,12,137
43,29,2014,29,183,200,54,45,7,13,19,116
43,3,2014,3,160,123,34,33,1,12,18,80
43,30,2014,30,200,183,44,43,7,20,26,107
43,31,2014,31,210,200,44,43,7.323809524,1,31,119
43,32,2014,32,204,210,48,46,8,3,9,117
43,33,2014,33,184,204,56,36,8,10,16,118
43,34,2014,34,196,184,39,38,8,17,23,116
43,35,2014,35,198,196,48,41,8,24,30,113
43,36,2014,36,201,198,47,41,8.885572139,1,31,122
43,37,2014,37,171,201,55,56,9,7,13,131
43,38,2014,38,204,171,48,47,9,14,20,90
43,39,2014,39,181,204,59,36,9,21,27,116
43,4,2014,4,153,160,41,35,1,19,25,100
43,40,2014,40,177,181,59,34,9.604519774,1,30,109
43,41,2014,41,161,177,51,37,10,5,11,103
43,42,2014,42,183,161,45,33,10,12,18,90
43,43,2014,43,170,183,53,32,10,19,25,98
43,44,2014,44,176,170,48,22,10.10227273,1,31,95
43,45,2014,45,177,176,36,33,11,2,8,103
43,46,2014,46,178,177,42,34,11,9,15,98
43,47,2014,47,167,178,54,29,11,16,22,101
43,48,2014,48,153,167,45,36,11,23,29,89
43,49,2014,49,173,153,47,39,11.80346821,1,30,85
43,5,2014,5,154,153,39,32,1.142857143,1,31,83
43,50,2014,50,176,173,44,35,12,7,13,98
43,51,2014,51,193,176,38,40,12,14,20,86
43,52,2014,52,156,193,54,36,12,21,27,110
43,53,2014,53,91,156,41,40,12,28,31,94
43,6,2014,6,131,154,48,24,2,2,8,91
43,7,2014,7,117,131,37,28,2,9,15,75
43,8,2014,8,116,117,31,28,2,16,22,61
43,9,2014,9,153,116,38,31,2.14379085,1,28,78
44,1,2013,1,106,#NAME?,#NAME?,#NAME?,1,1,5,#NAME?
44,10,2013,10,132,109,40,15,3,3,9,57
44,11,2013,11,128,132,38,26,3,10,16,78
44,12,2013,12,130,128,44,25,3,17,23,75
44,13,2013,13,129,130,42,18,3,24,30,82
44,14,2013,14,150,129,48,17,3.86,1,31,83
44,15,2013,15,144,150,39,27,4,7,13,95
44,16,2013,16,124,144,37,34,4,14,20,76
44,17,2013,17,126,124,49,19,4,21,27,72
44,18,2013,18,140,126,32,17,4.592857143,1,30,72
44,19,2013,19,174,140,42,23,5,5,11,71
44,2,2013,2,125,106,32,16,1,6,12,58
44,20,2013,20,148,174,55,25,5,12,18,103
44,21,2013,21,128,148,53,21,5,19,25,89
44,22,2013,22,127,128,40,24,5.165354331,1,31,89
44,23,2013,23,137,127,30,20,6,2,8,78
44,24,2013,24,139,137,33,20,6,9,15,80
44,25,2013,25,160,139,37,27,6,16,22,82
44,26,2013,26,153,160,48,29,6,23,29,100
44,27,2013,27,143,153,49,36,6.902097902,1,30,96
44,28,2013,28,157,143,39,23,7,7,13,86
44,29,2013,29,176,157,47,31,7,14,20,99
44,3,2013,3,150,125,31,20,1,13,19,69
44,30,2013,30,163,176,37,34,7,21,27,104
44,31,2013,31,158,163,51,29,7.487341772,1,31,97
44,32,2013,32,164,158,47,27,8,4,10,103
44,33,2013,33,147,164,47,32,8,11,17,102
44,34,2013,34,150,147,40,22,8,18,24,86
44,35,2013,35,157,150,41,24,8,25,31,88
44,36,2013,36,163,157,37,27,9,1,7,101
44,37,2013,37,140,163,49,24,9,8,14,91
44,38,2013,38,133,140,43,28,9,15,21,73
44,39,2013,39,138,133,35,29,9,22,28,81
44,4,2013,4,141,150,56,20,1,20,26,73
44,40,2013,40,149,138,26,17,9.691275168,1,30,91
44,41,2013,41,132,149,38,34,10,6,12,98
44,42,2013,42,141,132,32,19,10,13,19,86
44,43,2013,43,130,141,35,23,10,20,26,92
44,44,2013,44,133,130,31,23,10.30075188,1,31,76
44,45,2013,45,136,133,31,21,11,3,9,67
44,46,2013,46,126,136,34,23,11,10,16,98
44,47,2013,47,126,126,34,26,11,17,23,76
44,48,2013,48,119,126,33,25,11,24,30,78
44,49,2013,49,129,119,37,10,12,1,7,72
44,5,2013,5,108,141,49,23,1.259259259,1,31,84
44,50,2013,50,95,129,41,20,12,8,14,81
44,51,2013,51,113,95,35,17,12,15,21,56
44,52,2013,52,91,113,40,10,12,22,28,65
44,53,2013,53,41,91,34,18,12,29,31,54
44,6,2013,6,134,108,37,17,2,3,9,58
44,7,2013,7,132,134,53,21,2,10,16,77
44,8,2013,8,110,132,53,15,2,17,23,76
44,9,2013,9,109,110,46,21,2.266055046,1,28,70
44,1,2014,1,69,41,13,11,1,1,4,28
44,10,2014,10,102,97,31,14,3,2,8,41
44,11,2014,11,135,102,29,15,3,9,15,69
44,12,2014,12,138,135,47,24,3,16,22,79
44,13,2014,13,108,138,46,11,3,23,29,80
44,14,2014,14,121,108,26,22,3.644628099,1,31,59
44,15,2014,15,116,121,31,27,4,6,12,81
44,16,2014,16,123,116,37,24,4,13,19,66
44,17,2014,17,102,123,40,28,4,20,26,73
44,18,2014,18,131,102,35,19,4.496183206,1,30,65
44,19,2014,19,114,131,32,30,5,4,10,91
44,2,2014,2,88,69,11,15,1,5,11,36
44,20,2014,20,134,114,35,20,5,11,17,63
44,21,2014,21,129,134,38,28,5,18,24,78
44,22,2014,22,121,129,32,31,5,25,31,80
44,23,2014,23,124,121,44,25,6,1,7,69
44,24,2014,24,130,124,33,27,6,8,14,82
44,25,2014,25,149,130,40,19,6,15,21,81
44,26,2014,26,122,149,39,29,6,22,28,88
44,27,2014,27,124,122,35,12,6.782258065,1,30,69
44,28,2014,28,143,124,33,16,7,6,12,76
44,29,2014,29,149,143,32,35,7,13,19,93
44,3,2014,3,113,88,30,17,1,12,18,45
44,30,2014,30,139,149,48,17,7,20,26,80
44,31,2014,31,149,139,42,25,7.295302013,1,31,92
44,32,2014,32,131,149,45,21,8,3,9,90
44,33,2014,33,146,131,28,27,8,10,16,83
44,34,2014,34,122,146,36,30,8,17,23,84
44,35,2014,35,135,122,30,27,8,24,30,65
44,36,2014,36,136,135,50,36,8.875,1,31,91
44,37,2014,37,120,136,40,26,9,7,13,83
44,38,2014,38,124,120,30,27,9,14,20,78
44,39,2014,39,112,124,37,23,9,21,27,75
44,4,2014,4,97,113,44,16,1,19,25,66
44,40,2014,40,118,112,34,21,9.584745763,1,30,76
44,41,2014,41,123,118,36,20,10,5,11,74
44,42,2014,42,110,123,38,23,10,12,18,76
44,43,2014,43,126,110,39,25,10,19,25,73
44,44,2014,44,118,126,43,19,10.1440678,1,31,78
44,45,2014,45,128,118,29,24,11,2,8,63
44,46,2014,46,98,128,35,22,11,9,15,83
44,47,2014,47,98,98,26,21,11,16,22,62
44,48,2014,48,115,98,34,11,11,23,29,55
44,49,2014,49,120,115,42,21,11.86666667,1,30,71
44,5,2014,5,88,97,34,20,1.193181818,1,31,58
44,50,2014,50,119,120,23,23,12,7,13,76
44,51,2014,51,120,119,28,24,12,14,20,75
44,52,2014,52,117,120,22,17,12,21,27,64
44,53,2014,53,66,117,36,29,12,28,31,76
44,6,2014,6,98,88,28,12,2,2,8,54
44,7,2014,7,87,98,24,17,2,9,15,56
44,8,2014,8,95,87,27,16,2,16,22,60
44,9,2014,9,97,95,28,19,2.164948454,1,28,64
45,1,2013,1,19,#NAME?,#NAME?,#NAME?,1,1,5,#NAME?
45,10,2013,10,29,35,8,5,3,3,9,20
45,11,2013,11,26,29,10,7,3,10,16,19
45,12,2013,12,21,26,5,4,3,17,23,15
45,13,2013,13,26,21,4,2,3,24,30,13
45,14,2013,14,29,26,6,2,3.931034483,1,31,16
45,15,2013,15,37,29,5,4,4,7,13,19
45,16,2013,16,22,37,6,9,4,15,20,26
45,17,2013,17,38,22,2,3,4,21,27,14
45,18,2013,18,28,38,12,6,4.642857143,1,30,21
45,19,2013,19,34,28,4,5,5,5,11,16
45,2,2013,2,35,19,7,5,1,6,12,14
45,20,2013,20,50,34,8,7,5,12,18,16
45,21,2013,21,34,50,11,10,5,19,25,23
45,22,2013,22,32,34,5,8,5.09375,1,31,23
45,23,2013,23,37,32,6,5,6,2,8,17
45,24,2013,24,34,37,6,2,6,9,14,19
45,25,2013,25,41,34,6,7,6,16,22,17
45,26,2013,26,27,41,7,6,6,23,29,23
45,27,2013,27,39,27,5,4,6.948717949,1,30,13
45,28,2013,28,47,39,10,10,7,7,13,26
45,29,2013,29,39,47,13,10,7,14,20,38
45,3,2013,3,31,35,7,5,1,13,19,16
45,30,2013,30,40,39,4,4,7,21,27,31
45,31,2013,31,28,40,3,8,7.571428571,1,31,18
45,32,2013,32,33,28,2,6,8,4,10,12
45,33,2013,33,35,33,6,4,8,11,17,21
45,34,2013,34,41,35,12,4,8,18,24,13
45,35,2013,35,36,41,6,8,8,25,31,25
45,36,2013,36,33,36,10,5,9,1,7,15
45,37,2013,37,28,33,5,2,9,8,14,13
45,38,2013,38,26,28,6,5,9,15,21,20
45,39,2013,39,25,26,4,4,9,22,28,11
45,4,2013,4,29,31,3,6,1,20,26,20
45,40,2013,40,48,25,4,3,9.8125,1,30,15
45,41,2013,41,22,48,10,7,10,6,12,24
45,42,2013,42,27,22,6,5,10,13,19,13
45,43,2013,43,24,27,4,5,10,20,26,12
45,44,2013,44,35,24,3,3,10.2,1,31,14
45,45,2013,45,29,35,9,5,11,3,9,21
45,46,2013,46,31,29,7,2,11,10,16,18
45,47,2013,47,35,31,3,5,11,17,23,12
45,48,2013,48,15,35,7,2,11,24,30,22
45,49,2013,49,22,15,3,6,12,1,7,8
45,5,2013,5,41,29,7,5,1.243902439,1,31,21
45,50,2013,50,22,22,0,5,12,8,14,11
45,51,2013,51,31,22,3,3,12,16,21,11
45,52,2013,52,28,31,3,5,12,22,28,19
45,53,2013,53,12,28,4,10,12,29,31,18
45,6,2013,6,27,41,13,4,2,3,9,28
45,7,2013,7,26,27,5,6,2,10,16,15
45,8,2013,8,18,26,7,7,2,17,22,17
45,9,2013,9,35,18,1,0,2.342857143,1,28,8
45,1,2014,1,8,12,3,7,1,1,4,7
45,10,2014,10,31,24,2,3,3,2,8,15
45,11,2014,11,20,31,7,5,3,9,15,21
45,12,2014,12,31,20,3,2,3,16,22,8
45,13,2014,13,39,31,8,4,3,23,29,19
45,14,2014,14,41,39,9,10,3.707317073,1,31,25
45,15,2014,15,22,41,8,4,4,6,12,18
45,16,2014,16,23,22,2,2,4,13,19,10
45,17,2014,17,24,23,3,4,4,20,26,14
45,18,2014,18,24,24,7,3,4.333333333,1,30,16
45,19,2014,19,30,24,4,3,5,4,10,16
45,2,2014,2,23,8,3,2,1,5,11,4
45,20,2014,20,29,30,7,8,5,11,17,20
45,21,2014,21,32,29,8,3,5,18,24,15
45,22,2014,22,31,32,12,6,5,25,31,17
45,23,2014,23,32,31,6,5,6,1,7,19
45,24,2014,24,21,32,3,6,6,8,14,22
45,25,2014,25,32,21,2,1,6,15,21,13
45,26,2014,26,33,32,6,9,6,22,28,21
